Age,JobLevel,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Attrition_txt
41,1,7,Technical Degree,Female,Research Scientist,3,Married,3376,1,13,3,10,3,10,6,0,8,0,No
38,3,17,Life Sciences,Female,Healthcare Representative,3,Married,8823,0,18,3,20,4,19,9,1,9,0,No
40,3,20,Technical Degree,Male,Healthcare Representative,4,Married,10322,4,20,4,14,6,11,10,11,1,0,No
27,1,8,Life Sciences,Male,Laboratory Technician,3,Married,4621,1,19,3,3,4,3,2,1,2,0,No
55,3,2,Life Sciences,Male,Manufacturing Director,2,Married,10976,3,18,3,23,4,3,2,1,2,0,No
28,2,10,Other,Female,Research Scientist,3,Single,3660,3,13,3,10,4,8,7,1,7,0,No
44,3,1,Medical,Male,Human Resources,1,Married,10482,9,14,3,24,1,20,6,3,6,1,Yes
33,3,5,Life Sciences,Male,Healthcare Representative,4,Divorced,7119,4,15,3,9,2,3,2,1,2,0,No
35,3,4,Technical Degree,Male,Sales Executive,1,Single,9582,0,22,4,9,2,8,7,4,7,1,Yes
33,2,29,Medical,Female,Research Scientist,3,Single,4508,1,22,4,14,4,13,7,3,8,1,Yes
28,1,15,Life Sciences,Male,Laboratory Technician,3,Divorced,2207,1,16,3,4,5,4,2,2,2,0,No
34,2,3,Life Sciences,Male,Healthcare Representative,4,Single,7756,0,17,3,7,1,6,2,0,4,0,No
37,2,10,Life Sciences,Female,Sales Executive,4,Divorced,6694,2,14,3,8,5,1,0,0,0,0,No
25,1,4,Technical Degree,Male,Laboratory Technician,4,Married,3691,1,15,3,7,3,7,7,5,6,1,Yes
26,1,21,Medical,Male,Laboratory Technician,3,Divorced,2377,1,20,4,1,0,1,1,0,0,1,Yes
33,1,25,Medical,Male,Research Scientist,2,Single,2313,4,20,4,5,0,2,2,2,2,1,Yes
42,4,2,Medical,Male,Manager,1,Married,17665,0,17,3,23,3,22,6,13,7,0,No
28,1,1,Medical,Male,Laboratory Technician,2,Divorced,2596,1,15,3,1,2,1,0,0,0,1,Yes
50,2,1,Other,Male,Sales Executive,3,Single,4728,3,14,3,5,4,0,0,0,0,1,Yes
33,2,7,Life Sciences,Female,Sales Executive,2,Married,4302,0,17,3,4,3,3,2,0,2,0,No
34,1,3,Life Sciences,Male,Research Scientist,4,Married,2979,3,17,3,6,2,0,0,0,0,0,No
48,4,1,Medical,Male,Manager,4,Single,16885,2,22,4,27,3,5,4,2,1,0,No
45,2,9,Life Sciences,Female,Sales Executive,3,Married,5593,1,13,3,15,2,15,10,4,12,0,No
52,3,7,Life Sciences,Male,Healthcare Representative,2,Single,10445,7,19,3,18,4,8,6,4,0,0,No
38,3,10,Marketing,Male,Sales Executive,3,Divorced,8740,0,14,3,9,2,8,7,2,7,0,No
29,1,28,Life Sciences,Female,Research Scientist,4,Divorced,2514,4,22,4,11,1,7,5,1,7,0,No
28,3,3,Medical,Female,Manufacturing Director,2,Divorced,7655,0,17,3,10,3,9,7,1,7,0,No
46,4,3,Marketing,Male,Manager,3,Married,17465,3,12,3,23,3,12,9,4,9,0,No
38,3,2,Marketing,Male,Sales Executive,2,Single,7351,7,16,3,10,2,1,0,0,0,0,No
43,3,27,Life Sciences,Female,Manufacturing Director,1,Married,10820,8,11,3,18,1,8,7,0,1,0,No
39,4,2,Life Sciences,Male,Healthcare Representative,4,Divorced,12169,7,11,3,21,4,18,7,11,5,1,Yes
40,5,14,Medical,Male,Research Director,3,Single,19626,1,14,3,21,2,20,7,4,9,0,No
21,1,1,Technical Degree,Female,Research Scientist,2,Single,2070,1,11,3,2,6,2,2,2,2,0,No
39,2,9,Life Sciences,Male,Laboratory Technician,2,Single,6782,9,15,3,9,2,5,4,0,3,0,No
36,2,18,Life Sciences,Male,Manufacturing Director,4,Single,7779,2,20,4,18,0,11,9,0,9,0,No
31,1,20,Life Sciences,Male,Sales Representative,4,Married,2791,0,12,3,3,4,2,2,2,2,0,No
28,1,2,Life Sciences,Male,Research Scientist,2,Married,3201,0,17,3,6,2,5,3,0,4,0,No
35,2,11,Marketing,Male,Sales Executive,4,Divorced,4968,1,11,3,5,3,5,2,0,2,0,No
49,4,8,Technical Degree,Male,Sales Executive,2,Married,13120,6,17,3,22,3,9,8,2,3,0,No
34,2,2,Life Sciences,Male,Manufacturing Director,3,Single,4033,2,11,3,5,3,3,2,0,2,0,No
29,1,10,Life Sciences,Female,Research Scientist,2,Divorced,3291,0,14,3,8,2,7,5,1,1,0,No
42,2,29,Medical,Male,Laboratory Technician,4,Single,4272,4,19,3,16,3,1,0,0,0,0,No
29,2,8,Medical,Male,Manufacturing Director,4,Married,5056,1,15,3,10,2,10,7,1,2,0,No
38,1,1,Human Resources,Male,Human Resources,3,Married,2844,1,13,3,7,2,7,6,5,0,0,No
28,1,6,Life Sciences,Male,Research Scientist,3,Divorced,2703,1,14,3,3,2,3,1,0,2,0,No
18,1,8,Medical,Male,Laboratory Technician,3,Single,1904,1,12,3,0,0,0,0,0,0,1,Yes
33,2,9,Marketing,Female,Sales Executive,1,Single,8224,0,17,3,6,3,5,2,0,3,1,Yes
41,1,12,Life Sciences,Male,Laboratory Technician,4,Married,4766,3,11,3,6,4,1,0,0,0,0,No
31,1,15,Medical,Male,Laboratory Technician,3,Married,2610,1,12,3,2,5,2,2,2,2,1,Yes
37,2,25,Medical,Female,Healthcare Representative,4,Divorced,5731,7,13,3,9,2,6,2,1,3,0,No
27,1,6,Life Sciences,Male,Research Scientist,3,Married,2539,1,13,3,4,0,4,2,2,2,0,No
34,2,9,Life Sciences,Female,Sales Executive,3,Married,5714,1,20,4,6,3,6,5,1,3,0,No
35,1,8,Technical Degree,Male,Human Resources,3,Single,4323,1,17,3,6,2,5,4,1,4,0,No
29,3,23,Life Sciences,Female,Sales Executive,1,Married,7336,1,13,3,11,3,11,8,3,10,1,Yes
40,3,9,Medical,Female,Research Director,3,Single,13499,9,17,3,20,3,18,7,2,13,0,No
42,4,12,Life Sciences,Male,Sales Executive,1,Single,13758,0,12,3,22,2,21,9,13,14,1,Yes
42,2,4,Marketing,Male,Sales Executive,1,Single,5155,7,13,3,9,3,6,4,1,5,0,No
35,1,1,Medical,Male,Laboratory Technician,3,Married,2258,6,12,3,10,2,8,0,1,7,0,No
24,1,24,Medical,Male,Laboratory Technician,2,Single,3597,8,22,4,6,2,4,3,1,2,0,No
28,1,12,Life Sciences,Female,Laboratory Technician,4,Married,2515,1,11,3,1,4,1,1,0,0,1,Yes
26,1,3,Medical,Male,Laboratory Technician,4,Married,4420,1,22,4,8,2,8,7,0,7,0,No
30,2,10,Marketing,Male,Sales Executive,3,Married,6578,1,18,3,10,3,10,3,1,4,0,No
40,2,26,Medical,Female,Research Scientist,4,Married,4422,3,13,3,16,3,1,1,0,0,0,No
35,3,2,Life Sciences,Male,Manufacturing Director,2,Divorced,10274,2,18,3,15,2,7,7,6,4,0,No
34,2,1,Medical,Male,Healthcare Representative,1,Single,5343,0,20,4,14,3,13,9,4,9,0,No
35,1,4,Other,Male,Laboratory Technician,4,Married,2376,1,13,3,2,2,2,2,2,2,0,No
43,2,9,Marketing,Female,Sales Executive,3,Single,5346,8,13,3,7,2,4,3,1,3,1,Yes
32,1,2,Life Sciences,Female,Sales Representative,1,Divorced,2827,1,12,3,1,3,1,0,0,0,0,No
56,5,4,Technical Degree,Female,Manager,1,Divorced,19943,4,13,3,28,2,5,2,4,2,0,No
29,1,6,Medical,Female,Laboratory Technician,4,Married,3131,1,13,3,10,5,10,8,0,8,0,No
19,1,9,Life Sciences,Male,Research Scientist,1,Single,2552,1,25,4,1,4,1,1,0,0,0,No
45,1,7,Medical,Female,Research Scientist,3,Married,4477,4,19,3,7,2,3,2,0,2,0,No
37,2,1,Life Sciences,Female,Manufacturing Director,4,Married,6474,1,13,3,14,2,14,8,3,11,0,No
20,1,3,Life Sciences,Male,Laboratory Technician,3,Single,3033,1,12,3,2,2,2,2,1,2,0,No
44,1,10,Life Sciences,Male,Research Scientist,3,Single,2936,1,11,3,6,4,6,4,0,2,1,Yes
53,5,7,Medical,Female,Manager,3,Divorced,18606,3,18,3,26,6,7,7,4,7,0,No
29,1,15,Life Sciences,Female,Research Scientist,4,Married,2168,0,18,3,6,2,5,4,1,3,0,No
22,1,3,Life Sciences,Male,Research Scientist,4,Married,2853,0,11,3,1,5,0,0,0,0,1,Yes
46,4,2,Marketing,Female,Manager,1,Married,17048,8,23,4,28,2,26,15,15,9,0,No
44,1,17,Life Sciences,Male,Research Scientist,3,Single,2290,2,13,3,6,3,0,0,0,0,0,No
33,1,2,Human Resources,Male,Human Resources,3,Married,3600,1,13,3,5,2,5,4,1,4,0,No
41,1,5,Life Sciences,Male,Research Scientist,1,Divorced,2107,6,17,3,5,2,1,0,0,0,1,Yes
30,2,29,Life Sciences,Male,Sales Executive,1,Divorced,4115,8,19,3,8,3,4,3,0,3,0,No
40,2,2,Medical,Male,Sales Executive,2,Married,4327,5,12,3,5,2,0,0,0,0,0,No
50,4,2,Medical,Female,Manager,1,Married,17856,2,22,4,32,3,2,2,2,2,0,No
28,1,19,Medical,Male,Laboratory Technician,1,Married,3196,1,12,3,6,2,6,5,3,3,0,No
46,5,15,Life Sciences,Male,Research Director,2,Married,19081,5,11,3,25,2,4,2,0,3,0,No
35,2,17,Life Sciences,Male,Sales Executive,1,Married,8966,3,15,3,15,2,7,7,1,7,0,No
24,1,17,Life Sciences,Female,Laboratory Technician,2,Married,2210,1,13,3,1,3,1,0,0,0,1,Yes
33,2,25,Medical,Female,Sales Executive,3,Married,4539,1,12,3,10,3,10,7,0,1,0,No
36,1,6,Life Sciences,Male,Laboratory Technician,3,Divorced,2741,1,14,3,7,4,7,7,1,7,0,No
30,2,7,Life Sciences,Male,Laboratory Technician,3,Divorced,3491,1,13,3,10,4,10,7,8,9,0,No
44,2,29,Other,Male,Research Scientist,4,Single,4541,1,25,4,20,3,20,11,13,17,0,No
20,1,21,Marketing,Male,Sales Representative,4,Single,2678,1,17,3,2,2,2,1,2,2,0,No
46,2,2,Technical Degree,Male,Manufacturing Director,4,Divorced,7379,2,11,3,12,3,6,3,1,4,0,No
42,2,2,Medical,Male,Human Resources,1,Married,6272,7,16,3,10,3,4,3,0,3,0,No
60,2,7,Marketing,Male,Sales Executive,4,Divorced,5220,0,18,3,12,3,11,7,1,9,0,No
32,1,13,Other,Female,Laboratory Technician,2,Married,2743,1,20,4,2,2,2,2,2,2,0,No
32,2,2,Life Sciences,Female,Research Scientist,3,Single,4998,4,14,3,10,2,8,7,0,7,0,No
36,3,1,Technical Degree,Female,Manufacturing Director,1,Divorced,10252,2,21,4,17,2,7,7,7,7,0,No
33,1,9,Medical,Male,Research Scientist,4,Married,2781,0,13,3,15,5,14,10,4,10,0,No
40,2,10,Technical Degree,Female,Sales Executive,2,Divorced,6852,7,12,3,7,2,5,1,1,3,0,No
25,2,10,Life Sciences,Male,Sales Executive,4,Single,4950,0,14,3,5,4,4,3,1,1,0,No
30,1,1,Medical,Male,Research Scientist,2,Married,3579,0,21,4,12,2,11,9,5,7,0,No
42,3,26,Medical,Female,Research Director,1,Married,13191,3,17,3,20,6,1,0,0,0,0,No
35,3,8,Marketing,Female,Sales Executive,4,Married,10377,4,11,3,16,6,13,2,4,12,0,No
27,1,14,Life Sciences,Male,Research Scientist,1,Married,2235,1,14,3,9,3,9,7,6,8,0,No
54,3,1,Life Sciences,Female,Manufacturing Director,3,Divorced,10502,7,17,3,33,2,5,4,1,4,0,No
44,1,2,Life Sciences,Female,Research Scientist,4,Married,2011,1,13,3,10,5,10,5,7,7,0,No
19,1,10,Medical,Female,Research Scientist,2,Single,1859,1,25,4,1,2,1,1,0,0,1,Yes
29,1,1,Life Sciences,Female,Research Scientist,4,Divorced,3760,1,15,3,3,5,3,2,1,2,0,No
54,4,3,Life Sciences,Male,Research Director,4,Married,17779,3,14,3,36,2,10,9,0,9,0,No
31,2,11,Medical,Male,Healthcare Representative,1,Married,6833,1,12,3,6,2,6,5,0,1,0,No
31,2,24,Medical,Female,Healthcare Representative,1,Single,6812,1,19,3,10,2,10,9,1,8,0,No
59,2,3,Life Sciences,Female,Sales Executive,4,Single,5171,5,17,3,13,2,6,1,0,5,0,No
43,5,3,Life Sciences,Male,Research Director,4,Married,19740,3,14,3,25,2,8,7,0,7,0,No
49,5,4,Medical,Male,Manager,3,Married,18711,2,13,3,23,2,1,0,0,0,0,No
36,1,3,Technical Degree,Male,Research Scientist,2,Married,3692,1,12,3,12,2,11,10,0,7,0,No
48,1,2,Technical Degree,Male,Laboratory Technician,2,Single,2559,5,11,3,7,4,1,0,0,0,0,No
27,1,4,Life Sciences,Male,Research Scientist,3,Divorced,2517,1,11,3,5,2,5,3,0,3,0,No
29,2,7,Life Sciences,Male,Healthcare Representative,4,Divorced,6623,1,11,3,6,2,6,0,1,0,0,No
48,5,1,Life Sciences,Male,Research Director,4,Single,18265,6,12,3,25,3,1,0,0,0,0,No
29,4,1,Life Sciences,Female,Research Director,4,Divorced,16124,3,14,3,9,2,7,7,1,7,0,No
34,1,20,Technical Degree,Female,Research Scientist,3,Married,2585,0,17,3,2,5,1,0,0,0,0,No
44,5,5,Marketing,Male,Manager,2,Married,18213,7,11,3,26,5,22,9,3,10,0,No
33,3,10,Marketing,Male,Sales Executive,3,Divorced,8380,0,14,3,10,3,9,8,0,8,0,No
19,1,25,Life Sciences,Female,Research Scientist,4,Single,2994,1,12,3,1,2,1,0,0,1,0,No
23,1,1,Life Sciences,Male,Research Scientist,3,Married,1223,1,22,4,1,2,1,0,0,1,0,No
25,1,24,Life Sciences,Male,Sales Representative,4,Single,1118,1,14,3,1,4,1,0,1,0,1,Yes
26,1,4,Life Sciences,Male,Research Scientist,4,Single,2875,1,20,4,8,2,8,5,2,2,0,No
45,5,2,Marketing,Female,Manager,2,Single,18824,2,16,3,26,2,24,10,1,11,1,Yes
55,4,8,Medical,Male,Healthcare Representative,2,Divorced,13577,1,15,3,34,3,33,9,15,0,0,No
21,1,10,Life Sciences,Female,Laboratory Technician,3,Single,2625,1,20,4,2,2,2,2,2,2,1,Yes
46,5,4,Marketing,Female,Manager,2,Married,18789,2,14,3,26,2,11,4,0,8,0,No
34,2,2,Marketing,Female,Sales Executive,1,Single,4538,0,12,3,4,3,3,2,0,2,0,No
51,5,9,Life Sciences,Male,Manager,2,Divorced,19847,4,24,4,31,5,29,10,11,10,0,No
59,3,18,Medical,Male,Manufacturing Director,4,Single,10512,6,12,3,25,6,9,7,5,4,0,No
34,2,19,Medical,Female,Laboratory Technician,2,Divorced,4444,4,13,3,15,2,11,8,5,10,0,No
28,1,1,Medical,Male,Laboratory Technician,3,Single,2154,0,11,3,5,2,4,2,0,2,0,No
44,5,4,Life Sciences,Male,Manager,1,Divorced,19190,1,14,3,26,4,25,9,14,13,0,No
34,2,11,Life Sciences,Male,Human Resources,2,Married,4490,4,11,3,14,5,10,9,1,8,0,No
35,1,6,Life Sciences,Male,Research Scientist,3,Married,3506,0,14,3,4,3,3,2,2,2,0,No
42,2,7,Medical,Female,Research Scientist,2,Married,2372,6,16,3,18,2,1,0,0,0,0,No
43,3,4,Marketing,Female,Sales Executive,4,Single,10231,3,14,3,23,3,21,7,15,17,0,No
36,2,2,Life Sciences,Female,Manufacturing Director,2,Single,5410,9,11,3,18,2,16,14,5,12,0,No
44,3,15,Medical,Female,Healthcare Representative,4,Married,7978,1,11,3,10,2,10,7,0,5,1,Yes
28,1,2,Life Sciences,Male,Laboratory Technician,4,Married,3867,1,12,3,2,2,2,2,2,2,0,No
51,1,6,Medical,Female,Laboratory Technician,3,Single,2838,0,14,3,8,6,7,0,7,7,0,No
30,2,9,Medical,Female,Manufacturing Director,3,Single,4695,7,18,3,10,3,8,4,1,7,0,No
29,1,7,Technical Degree,Female,Laboratory Technician,3,Divorced,3339,3,13,3,10,2,7,7,7,7,1,Yes
28,1,1,Technical Degree,Male,Research Scientist,1,Single,2080,2,11,3,5,2,3,2,1,2,0,No
25,1,1,Medical,Female,Research Scientist,2,Single,2096,1,18,3,2,3,2,2,2,1,0,No
32,2,8,Medical,Male,Sales Executive,4,Married,6209,1,15,3,10,4,10,7,0,8,0,No
45,5,25,Medical,Female,Manager,2,Single,18061,3,22,4,22,4,0,0,0,0,0,No
39,4,13,Medical,Female,Manager,2,Divorced,17123,6,13,3,21,4,19,9,15,2,0,No
58,1,23,Life Sciences,Male,Research Scientist,3,Divorced,2372,1,12,3,2,3,2,2,2,2,0,No
32,2,7,Life Sciences,Male,Laboratory Technician,3,Married,4883,1,18,3,10,3,10,4,1,1,1,Yes
39,1,23,Medical,Male,Research Scientist,1,Single,3904,0,13,3,6,2,5,2,0,3,1,Yes
30,2,6,Technical Degree,Female,Laboratory Technician,4,Married,4627,0,12,3,10,6,9,2,6,7,0,No
36,3,10,Technical Degree,Female,Healthcare Representative,3,Married,7094,3,12,3,10,0,7,7,1,7,0,No
46,1,1,Life Sciences,Female,Human Resources,1,Single,3423,6,12,3,10,3,7,6,5,7,0,No
28,2,1,Life Sciences,Female,Laboratory Technician,4,Married,6674,0,11,3,10,6,9,8,7,5,0,No
50,4,28,Life Sciences,Female,Research Director,1,Married,16880,4,11,3,25,2,3,2,1,2,0,No
40,3,25,Marketing,Male,Sales Executive,2,Single,9094,2,12,3,9,2,5,4,1,0,1,Yes
52,3,5,Life Sciences,Male,Sales Executive,2,Single,8446,9,19,3,10,2,8,7,7,7,1,Yes
30,3,17,Medical,Female,Manager,1,Married,11916,1,23,4,9,2,9,1,0,8,0,No
39,2,18,Life Sciences,Male,Manufacturing Director,3,Single,4534,0,11,3,9,6,8,7,1,7,0,No
31,3,2,Life Sciences,Female,Sales Executive,3,Divorced,9852,1,19,3,10,5,10,8,9,6,0,No
41,2,10,Medical,Male,Sales Executive,2,Single,6151,1,13,3,19,4,19,2,11,9,0,No
31,1,1,Life Sciences,Female,Sales Representative,2,Single,2302,1,11,3,3,2,3,2,2,2,1,Yes
44,1,3,Life Sciences,Male,Laboratory Technician,1,Married,2362,4,12,3,10,4,3,2,1,2,1,Yes
42,4,2,Life Sciences,Male,Manager,3,Married,17861,0,13,3,21,3,20,8,2,10,0,No
55,5,2,Medical,Female,Manager,3,Married,19187,4,14,3,23,5,19,9,9,11,0,No
56,5,8,Life Sciences,Male,Manager,2,Single,19717,6,14,3,36,4,7,3,7,7,0,No
40,1,16,Life Sciences,Male,Research Scientist,3,Divorced,3544,9,16,3,6,0,4,2,0,0,0,No
34,3,9,Life Sciences,Male,Healthcare Representative,4,Divorced,8500,0,11,3,10,0,9,7,1,6,0,No
40,2,2,Life Sciences,Male,Research Scientist,4,Single,4661,1,13,3,9,4,9,8,8,8,0,No
41,2,1,Marketing,Female,Sales Executive,1,Divorced,4103,0,17,3,10,2,9,3,1,7,0,No
35,2,4,Life Sciences,Male,Research Scientist,3,Single,4249,1,11,3,9,3,9,6,1,1,0,No
51,4,5,Life Sciences,Male,Manager,2,Divorced,14026,1,11,3,33,2,33,9,0,10,0,No
38,2,2,Life Sciences,Female,Sales Executive,1,Divorced,6893,3,15,3,11,3,7,7,1,7,0,No
34,2,15,Medical,Female,Sales Executive,1,Single,6125,1,12,3,10,6,10,8,9,6,0,No
25,1,19,Medical,Male,Laboratory Technician,4,Married,3669,3,11,3,7,6,3,2,1,2,0,No
58,3,7,Medical,Female,Manufacturing Director,1,Married,10008,7,14,3,31,0,10,9,5,9,1,Yes
40,1,1,Life Sciences,Male,Laboratory Technician,2,Married,2387,3,22,4,7,3,4,2,0,3,0,No
36,2,7,Marketing,Female,Sales Executive,1,Married,4639,2,16,3,17,2,15,7,6,13,0,No
48,3,4,Life Sciences,Male,Manufacturing Director,4,Single,7898,1,11,3,11,2,10,9,0,8,0,No
27,1,11,Medical,Female,Sales Representative,4,Married,2534,8,14,3,5,4,1,0,0,0,0,No
51,4,11,Technical Degree,Female,Manufacturing Director,2,Single,13142,3,16,3,29,1,5,2,0,3,0,No
18,1,1,Life Sciences,Female,Laboratory Technician,4,Single,1611,1,15,3,0,5,0,0,0,0,0,No
35,2,1,Medical,Female,Laboratory Technician,4,Married,5363,0,12,3,10,0,9,7,0,0,0,No
27,2,2,Life Sciences,Male,Sales Executive,4,Single,5071,3,20,4,8,3,6,2,0,0,0,No
55,4,13,Marketing,Male,Sales Executive,3,Single,13695,6,17,3,24,2,19,7,3,8,1,Yes
56,4,23,Life Sciences,Male,Manufacturing Director,2,Married,13402,4,12,3,33,0,19,16,15,9,0,No
34,1,26,Technical Degree,Female,Research Scientist,3,Divorced,2029,1,20,4,5,2,5,4,0,0,0,No
40,2,2,Medical,Female,Healthcare Representative,3,Divorced,6377,5,20,4,15,0,12,11,11,8,0,No
34,2,29,Medical,Male,Laboratory Technician,3,Married,5429,4,13,3,10,1,8,7,7,7,0,No
31,1,2,Life Sciences,Female,Sales Representative,4,Single,2785,7,14,3,3,3,1,0,0,0,1,Yes
35,2,18,Marketing,Female,Sales Executive,3,Married,4614,0,18,3,5,0,4,2,3,2,1,Yes
38,1,7,Life Sciences,Male,Research Scientist,3,Divorced,2610,1,11,3,4,2,4,2,0,3,0,No
34,2,2,Technical Degree,Female,Healthcare Representative,4,Single,6687,1,11,3,14,2,14,11,4,11,0,No
28,2,26,Life Sciences,Male,Sales Executive,1,Married,4724,1,11,3,5,0,5,3,0,4,0,No
31,2,22,Medical,Male,Manufacturing Director,3,Married,6179,1,15,3,10,3,10,2,6,7,1,Yes
39,2,21,Life Sciences,Male,Sales Executive,4,Married,6120,3,12,3,8,2,5,4,1,4,0,No
51,3,2,Marketing,Male,Sales Executive,2,Married,10596,2,11,3,14,5,4,2,3,2,0,No
41,2,22,Life Sciences,Female,Research Scientist,4,Divorced,5467,3,14,3,12,4,6,2,3,3,0,No
37,1,4,Life Sciences,Male,Research Scientist,3,Married,2996,7,15,3,8,2,6,4,1,3,0,No
33,2,5,Life Sciences,Male,Sales Executive,4,Married,9998,6,13,3,8,2,5,4,1,2,0,No
32,2,2,Marketing,Male,Sales Executive,2,Married,4078,0,13,3,4,3,3,2,1,2,0,No
39,3,25,Life Sciences,Male,Healthcare Representative,3,Married,10920,3,21,4,13,2,6,4,0,5,0,No
25,2,18,Life Sciences,Male,Sales Executive,3,Married,6232,2,11,3,6,3,3,2,1,2,0,No
52,4,28,Medical,Female,Manufacturing Director,3,Married,13247,2,11,3,24,3,5,3,0,2,0,No
43,2,6,Medical,Female,Research Scientist,3,Single,4081,1,14,3,20,3,20,7,1,8,0,No
27,2,10,Marketing,Female,Sales Executive,4,Married,5769,1,11,3,6,3,6,2,4,4,0,No
27,1,17,Life Sciences,Female,Research Scientist,3,Single,2394,1,13,3,8,2,8,2,7,7,1,Yes
26,1,2,Medical,Male,Research Scientist,4,Single,3904,0,12,3,5,2,4,3,1,1,0,No
42,4,10,Human Resources,Female,Manager,1,Married,16799,0,14,3,21,5,20,7,0,9,0,No
52,1,8,Other,Female,Laboratory Technician,1,Married,2950,9,13,3,12,2,5,4,0,4,0,No
37,1,11,Medical,Female,Laboratory Technician,3,Single,3629,4,18,3,8,6,3,2,0,2,0,No
35,3,18,Life Sciences,Male,Manufacturing Director,4,Single,9362,2,11,3,10,2,2,2,2,2,0,No
25,1,1,Technical Degree,Male,Laboratory Technician,4,Married,3229,4,11,3,7,2,3,2,0,2,0,No
26,1,7,Other,Male,Laboratory Technician,1,Single,3578,0,12,3,8,2,7,7,0,7,0,No
29,3,17,Other,Male,Human Resources,1,Single,7988,1,13,3,10,3,10,9,0,9,0,No
49,2,28,Life Sciences,Male,Laboratory Technician,1,Single,4284,3,20,4,20,2,4,3,1,3,1,Yes
29,3,14,Other,Female,Healthcare Representative,4,Single,7553,0,12,3,9,1,8,7,7,7,1,Yes
54,4,1,Medical,Female,Research Director,4,Single,17328,6,19,3,29,3,20,7,12,7,0,No
58,5,1,Medical,Female,Research Director,1,Married,19701,3,21,4,32,3,9,8,1,5,0,No
55,4,1,Medical,Male,Research Director,4,Divorced,14732,2,13,3,31,4,7,7,0,0,0,No
36,2,3,Marketing,Female,Sales Executive,2,Single,9278,3,16,3,15,3,5,4,0,1,0,No
31,1,1,Life Sciences,Female,Sales Representative,3,Single,1359,1,12,3,1,3,1,0,0,0,1,Yes
30,2,7,Marketing,Female,Sales Executive,1,Divorced,4779,7,14,3,8,3,3,2,0,2,0,No
31,4,8,Life Sciences,Female,Research Director,2,Single,16422,3,11,3,9,3,3,2,1,0,0,No
34,1,1,Other,Male,Research Scientist,1,Divorced,2996,5,14,3,10,2,4,3,1,3,0,No
31,1,8,Life Sciences,Female,Research Scientist,2,Single,1261,1,12,3,1,3,1,0,0,0,1,Yes
27,1,11,Life Sciences,Male,Laboratory Technician,1,Married,2099,0,14,3,6,3,5,0,1,4,0,No
36,2,4,Life Sciences,Male,Laboratory Technician,4,Single,5810,1,16,3,10,2,10,4,1,8,0,No
36,2,16,Marketing,Female,Sales Executive,1,Married,5647,4,13,3,11,3,3,2,0,2,0,No
47,1,1,Technical Degree,Male,Research Scientist,4,Married,3420,7,12,3,17,2,6,5,1,2,0,No
25,1,9,Life Sciences,Male,Sales Representative,1,Married,4400,3,12,3,6,2,3,2,2,2,1,Yes
37,1,5,Technical Degree,Male,Laboratory Technician,3,Single,3500,0,14,3,7,2,6,5,1,3,0,No
56,1,1,Life Sciences,Female,Research Scientist,1,Married,2066,2,22,4,5,3,3,2,1,0,0,No
47,4,2,Medical,Female,Research Director,3,Married,17169,3,19,3,26,2,20,17,5,6,0,No
24,2,4,Medical,Female,Sales Executive,3,Married,4162,1,12,3,5,3,5,4,0,3,0,No
32,2,7,Marketing,Male,Sales Executive,4,Married,9204,4,12,3,7,3,4,3,0,3,0,No
34,1,1,Life Sciences,Female,Laboratory Technician,2,Married,3294,5,17,3,7,2,5,4,0,2,0,No
41,1,5,Medical,Male,Research Scientist,3,Married,2127,2,12,3,7,5,4,2,0,3,0,No
40,2,9,Other,Male,Laboratory Technician,3,Divorced,3975,3,11,3,11,2,8,7,0,7,0,No
31,3,8,Life Sciences,Male,Sales Executive,4,Divorced,10793,1,18,3,13,5,13,7,9,9,0,No
46,3,9,Marketing,Male,Sales Executive,4,Divorced,10096,4,11,3,28,1,7,7,4,3,1,Yes
39,1,2,Life Sciences,Female,Laboratory Technician,1,Single,3646,2,23,4,11,2,1,0,0,0,1,Yes
31,3,1,Life Sciences,Female,Manufacturing Director,2,Single,7446,1,11,3,10,2,10,8,4,7,1,Yes
45,3,20,Medical,Male,Healthcare Representative,1,Divorced,10851,2,18,3,24,2,7,7,0,7,0,No
31,1,8,Medical,Female,Human Resources,2,Single,2109,9,18,3,8,3,3,2,0,2,0,No
31,1,2,Life Sciences,Male,Laboratory Technician,4,Married,3722,6,13,3,7,2,2,2,2,2,1,Yes
45,3,29,Technical Degree,Male,Manufacturing Director,4,Married,9380,4,18,3,10,4,3,1,1,2,0,No
48,2,7,Marketing,Male,Sales Executive,1,Divorced,5486,4,11,3,15,3,2,2,2,2,0,No
34,1,9,Technical Degree,Female,Human Resources,3,Married,2742,1,15,3,2,0,2,2,2,2,1,Yes
40,3,8,Medical,Male,Research Director,2,Divorced,13757,2,11,3,16,5,9,8,4,8,0,No
28,2,5,Medical,Male,Sales Executive,1,Single,8463,0,18,3,6,4,5,4,1,3,0,No
44,1,5,Life Sciences,Male,Laboratory Technician,3,Single,3162,3,14,3,7,5,5,2,0,3,0,No
53,4,2,Medical,Male,Research Director,2,Single,16598,4,12,3,35,2,9,8,8,8,0,No
